"synthetic_student_id","synthetic_section","assignment_id","assignment_label","assignment_sequence","assignment_family","skill_domain","reference_column_index","score","score_min","score_max","score_percent","completed","missingness_reason","ability_band","engagement_band","risk_band"
"synthetic_student_102","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","steady","elevated"
"synthetic_student_103","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","proficient","steady","low"
"synthetic_student_104","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","steady","elevated"
"synthetic_student_105","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","low","high"
"synthetic_student_106","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","moderate"
"synthetic_student_107","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","low","moderate"
"synthetic_student_108","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","high","elevated"
"synthetic_student_109","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","high"
"synthetic_student_110","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","steady","moderate"
"synthetic_student_111","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","high","moderate"
"synthetic_student_112","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","high","moderate"
"synthetic_student_113","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","high","low"
"synthetic_student_114","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","steady","low"
"synthetic_student_115","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","low","moderate"
"synthetic_student_116","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","developing","emerging","moderate"
"synthetic_student_117","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","steady","low"
"synthetic_student_118","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","high","moderate"
"synthetic_student_119","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_120","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_121","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","low","high"
"synthetic_student_122","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","emerging","moderate"
"synthetic_student_123","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","emerging","elevated"
"synthetic_student_124","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","emerging","elevated"
"synthetic_student_125","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","steady","low"
"synthetic_student_126","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","low","elevated"
"synthetic_student_127","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","steady","elevated"
"synthetic_student_128","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","high","low"
"synthetic_student_129","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","developing","steady","moderate"
"synthetic_student_130","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","moderate"
"synthetic_student_131","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","emerging","elevated"
"synthetic_student_132","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","high","elevated"
"synthetic_student_133","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","low"
"synthetic_student_134","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","emerging","moderate"
"synthetic_student_135","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","low","high"
"synthetic_student_136","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_137","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_138","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","steady","moderate"
"synthetic_student_139","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_140","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","emerging","elevated"
"synthetic_student_141","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","emerging","high"
"synthetic_student_142","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","steady","low"
"synthetic_student_143","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","steady","moderate"
"synthetic_student_144","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","proficient","high","moderate"
"synthetic_student_145","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","high","high"
"synthetic_student_146","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","low","high"
"synthetic_student_147","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","low","low"
"synthetic_student_148","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","approaching","emerging","low"
"synthetic_student_149","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","low","high"
"synthetic_student_150","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","emerging","high"
"synthetic_student_151","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","low"
"synthetic_student_152","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","steady","low"
"synthetic_student_153","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","steady","low"
"synthetic_student_154","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_155","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","low","moderate"
"synthetic_student_156","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","emerging","elevated"
"synthetic_student_157","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","low"
"synthetic_student_158","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","moderate"
"synthetic_student_159","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","moderate"
"synthetic_student_160","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","low","elevated"
"synthetic_student_161","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","steady","low"
"synthetic_student_162","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","high","moderate"
"synthetic_student_163","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","low","elevated"
"synthetic_student_164","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_165","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","emerging","elevated"
"synthetic_student_166","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","proficient","emerging","moderate"
"synthetic_student_167","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_168","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","high","low"
"synthetic_student_169","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","emerging","high"
"synthetic_student_170","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","emerging","low"
"synthetic_student_171","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_172","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","elevated"
"synthetic_student_173","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","advanced","high","high"
"synthetic_student_174","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","steady","moderate"
"synthetic_student_175","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","elevated"
"synthetic_student_176","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","elevated"
"synthetic_student_177","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","high","high"
"synthetic_student_178","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","developing","emerging","low"
"synthetic_student_179","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","emerging","moderate"
"synthetic_student_180","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","approaching","emerging","moderate"
"synthetic_student_181","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_182","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","emerging","high"
"synthetic_student_183","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","elevated"
"synthetic_student_184","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","emerging","high"
"synthetic_student_185","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","advanced","high","elevated"
"synthetic_student_186","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_187","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","advanced","steady","elevated"
"synthetic_student_188","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","emerging","moderate"
"synthetic_student_189","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","emerging","high"
"synthetic_student_190","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","low"
"synthetic_student_191","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","low","low"
"synthetic_student_192","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","high","low"
"synthetic_student_193","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","proficient","emerging","high"
"synthetic_student_194","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","emerging","elevated"
"synthetic_student_195","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","emerging","high"
"synthetic_student_196","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","emerging","high"
"synthetic_student_197","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","steady","low"
"synthetic_student_198","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","high","low"
"synthetic_student_199","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","elevated"
"synthetic_student_200","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","high","low"
"synthetic_student_201","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","low"
"synthetic_student_202","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","proficient","emerging","elevated"
"synthetic_student_203","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","high","moderate"
"synthetic_student_204","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","emerging","moderate"
"synthetic_student_205","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","high","low"
"synthetic_student_206","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","approaching","high","low"
"synthetic_student_207","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","proficient","steady","moderate"
"synthetic_student_208","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","emerging","elevated"
"synthetic_student_209","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","steady","elevated"
"synthetic_student_210","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","emerging","moderate"
"synthetic_student_211","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","proficient","low","high"
"synthetic_student_212","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_213","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","high","low"
"synthetic_student_214","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","high","elevated"
"synthetic_student_215","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,20,20,20,,TRUE,"completed","proficient","high","elevated"
"synthetic_student_216","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","emerging","high"
"synthetic_student_217","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_218","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","emerging","elevated"
"synthetic_student_219","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","low","moderate"
"synthetic_student_220","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","emerging","elevated"
"synthetic_student_221","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","developing","emerging","low"
"synthetic_student_222","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","steady","high"
"synthetic_student_223","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","proficient","high","elevated"
"synthetic_student_224","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","high","high"
"synthetic_student_225","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","approaching","steady","moderate"
"synthetic_student_226","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","steady","elevated"
"synthetic_student_227","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","steady","moderate"
"synthetic_student_228","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","high","low"
"synthetic_student_229","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","advanced","steady","high"
"synthetic_student_230","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","steady","low"
"synthetic_student_231","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","moderate"
"synthetic_student_232","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","emerging","high"
"synthetic_student_233","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","low","elevated"
"synthetic_student_234","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","steady","moderate"
"synthetic_student_235","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","high","low"
"synthetic_student_236","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","emerging","high"
"synthetic_student_237","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","high","moderate"
"synthetic_student_238","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","low","moderate"
"synthetic_student_239","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","steady","low"
"synthetic_student_240","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","proficient","high","low"
"synthetic_student_241","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_242","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","emerging","moderate"
"synthetic_student_243","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","steady","moderate"
"synthetic_student_244","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","proficient","steady","low"
"synthetic_student_245","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","moderate"
"synthetic_student_246","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","advanced","high","elevated"
"synthetic_student_247","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,20,20,20,,TRUE,"completed","advanced","steady","moderate"
"synthetic_student_248","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_249","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","emerging","moderate"
"synthetic_student_250","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","high"
"synthetic_student_251","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","moderate"
"synthetic_student_252","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","emerging","high"
"synthetic_student_253","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","low","moderate"
"synthetic_student_254","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","emerging","low"
"synthetic_student_255","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","low","low"
"synthetic_student_256","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","emerging","elevated"
"synthetic_student_257","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","developing","steady","moderate"
"synthetic_student_258","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","approaching","low","moderate"
"synthetic_student_259","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","advanced","emerging","moderate"
"synthetic_student_260","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","low"
"synthetic_student_261","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","emerging","moderate"
"synthetic_student_262","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","emerging","elevated"
"synthetic_student_263","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","low","high"
"synthetic_student_264","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","advanced","emerging","high"
"synthetic_student_265","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","low","high"
"synthetic_student_266","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","advanced","low","high"
"synthetic_student_267","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","high"
"synthetic_student_268","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","proficient","high","elevated"
"synthetic_student_269","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","steady","elevated"
"synthetic_student_270","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","steady","high"
"synthetic_student_271","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","proficient","low","high"
"synthetic_student_272","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,20,20,20,,TRUE,"completed","proficient","high","low"
"synthetic_student_273","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","developing","steady","moderate"
"synthetic_student_274","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","approaching","low","high"
"synthetic_student_275","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","low","high"
"synthetic_student_276","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,20,20,20,,TRUE,"completed","proficient","high","low"
"synthetic_student_277","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"not_administered","advanced","high","moderate"
"synthetic_student_278","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","developing","low","elevated"
"synthetic_student_279","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"late_or_incomplete","approaching","emerging","elevated"
"synthetic_student_280","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"excused_or_absent","approaching","steady","moderate"
"synthetic_student_281","Section A","assignment_05","Assignment 16",5,"Diagnostic","Cumulative Retention",16,,20,20,,FALSE,"missing_submission","developing","low","elevated"
