student_dim_id,sis_user_id,student_label,grade_level,attendance_category,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,boy_assignment_label,eoy_assignment_label,assignment_01_score,assignment_02_score,observed_growth_delta,modeled_assignment_02_growth_delta,posterior_readiness_after_assignment_02,assignment_02_generation_mode,academic_profile_status
799,SYN-SIS-000347,Synthetic Student 347,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,21.45,33.38,11.930000000000003,11.93,32.5589,school_year_growth_from_latent_readiness,updated_assignment_06
800,SYN-SIS-000348,Synthetic Student 348,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,33.5,42.08,8.579999999999998,8.58,41.2517,school_year_growth_from_latent_readiness,updated_assignment_06
802,SYN-SIS-000350,Synthetic Student 350,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,60.1,61.7,1.6000000000000014,1.6,60.7912,school_year_growth_from_latent_readiness,updated_assignment_06
804,SYN-SIS-000352,Synthetic Student 352,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,64.31,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
807,SYN-SIS-000355,Synthetic Student 355,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,60.51,61.91,1.3999999999999986,1.4,61.0143,school_year_growth_from_latent_readiness,updated_assignment_06
808,SYN-SIS-000356,Synthetic Student 356,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,71.4,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
810,SYN-SIS-000358,Synthetic Student 358,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,41.96,47.1,5.140000000000001,5.14,46.4354,school_year_growth_from_latent_readiness,updated_assignment_06
812,SYN-SIS-000360,Synthetic Student 360,9,at_risk,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,0.0,52.52,,,51.3531,first_present_evidence_from_latent,initialized_assignment_06
815,SYN-SIS-000363,Synthetic Student 363,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,10.38,23.97,13.589999999999998,13.59,23.3756,school_year_growth_from_latent_readiness,updated_assignment_06
817,SYN-SIS-000365,Synthetic Student 365,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,55.3,53.02,-2.279999999999994,-2.28,52.9232,school_year_growth_from_latent_readiness,updated_assignment_06
818,SYN-SIS-000366,Synthetic Student 366,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,22.22,31.57,9.350000000000001,9.35,31.1156,school_year_growth_from_latent_readiness,updated_assignment_06
819,SYN-SIS-000367,Synthetic Student 367,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,14.82,23.78,8.96,8.96,23.7098,school_year_growth_from_latent_readiness,updated_assignment_06
824,SYN-SIS-000372,Synthetic Student 372,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,41.38,53.47,12.089999999999996,12.09,51.7523,school_year_growth_from_latent_readiness,updated_assignment_06
827,SYN-SIS-000375,Synthetic Student 375,9,at_risk,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,0.0,0.0,,,,absent_no_update,pending_no_present_scores
828,SYN-SIS-000376,Synthetic Student 376,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,56.66,51.6,-5.059999999999995,-5.06,51.8751,school_year_growth_from_latent_readiness,updated_assignment_06
829,SYN-SIS-000377,Synthetic Student 377,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,11.38,21.17,9.790000000000001,9.79,21.1215,school_year_growth_from_latent_readiness,updated_assignment_06
831,SYN-SIS-000379,Synthetic Student 379,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,39.43,52.06,12.630000000000003,12.63,50.3438,school_year_growth_from_latent_readiness,updated_assignment_06
832,SYN-SIS-000380,Synthetic Student 380,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,21.76,24.45,2.6899999999999977,2.69,25.0492,school_year_growth_from_latent_readiness,updated_assignment_06
834,SYN-SIS-000382,Synthetic Student 382,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,35.37,41.58,6.210000000000001,6.21,41.0376,school_year_growth_from_latent_readiness,updated_assignment_06
836,SYN-SIS-000384,Synthetic Student 384,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,67.64,74.23,6.590000000000003,6.59,72.2171,school_year_growth_from_latent_readiness,updated_assignment_06
838,SYN-SIS-000386,Synthetic Student 386,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,30.28,39.41,9.129999999999995,9.13,38.6372,school_year_growth_from_latent_readiness,updated_assignment_06
840,SYN-SIS-000388,Synthetic Student 388,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,24.39,44.32,19.93,19.93,42.1289,school_year_growth_from_latent_readiness,updated_assignment_06
841,SYN-SIS-000389,Synthetic Student 389,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,32.65,45.98,13.329999999999998,13.33,44.4518,school_year_growth_from_latent_readiness,updated_assignment_06
842,SYN-SIS-000390,Synthetic Student 390,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,82.65,87.91,5.259999999999991,5.26,85.4469,school_year_growth_from_latent_readiness,updated_assignment_06
843,SYN-SIS-000391,Synthetic Student 391,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,39.67,51.05,11.379999999999995,11.38,49.5173,school_year_growth_from_latent_readiness,updated_assignment_06
844,SYN-SIS-000392,Synthetic Student 392,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,21.48,31.11,9.629999999999999,9.63,30.6445,school_year_growth_from_latent_readiness,updated_assignment_06
845,SYN-SIS-000393,Synthetic Student 393,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,16.71,23.8,7.09,7.09,23.9373,school_year_growth_from_latent_readiness,updated_assignment_06
847,SYN-SIS-000395,Synthetic Student 395,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,Assignment 06,33.59,39.44,5.849999999999994,5.85,39.0313,school_year_growth_from_latent_readiness,updated_assignment_06
851,SYN-SIS-000399,Synthetic Student 399,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,73.12,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
852,SYN-SIS-000400,Synthetic Student 400,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,18.38,31.05,12.670000000000002,12.67,30.2484,school_year_growth_from_latent_readiness,updated_assignment_06
854,SYN-SIS-000402,Synthetic Student 402,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,61.01,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
856,SYN-SIS-000404,Synthetic Student 404,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,72.23,68.88,-3.3500000000000085,-3.35,68.2087,school_year_growth_from_latent_readiness,updated_assignment_06
858,SYN-SIS-000406,Synthetic Student 406,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,Assignment 06,77.68,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
860,SYN-SIS-000408,Synthetic Student 408,9,high,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,Assignment 06,38.84,40.54,1.6999999999999957,1.7,40.5457,school_year_growth_from_latent_readiness,updated_assignment_06
861,SYN-SIS-000409,Synthetic Student 409,9,normal,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,Assignment 06,50.57,56.5,5.93,5.93,55.3362,school_year_growth_from_latent_readiness,updated_assignment_06
1076,SYN-SIS-000413,Synthetic Student 413,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,53.1,62.99,9.89,9.89,61.101,school_year_growth_from_latent_readiness,updated_assignment_08
1078,SYN-SIS-000415,Synthetic Student 415,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,27.45,35.85,8.400000000000002,8.4,35.3142,school_year_growth_from_latent_readiness,updated_assignment_08
1080,SYN-SIS-000417,Synthetic Student 417,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,52.11,54.04,1.9299999999999997,1.93,53.4295,school_year_growth_from_latent_readiness,updated_assignment_08
1081,SYN-SIS-000418,Synthetic Student 418,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,54.19,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1082,SYN-SIS-000419,Synthetic Student 419,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,44.71,48.89,4.18,4.18,48.2541,school_year_growth_from_latent_readiness,updated_assignment_08
1083,SYN-SIS-000420,Synthetic Student 420,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,31.04,36.29,5.25,5.25,36.086,school_year_growth_from_latent_readiness,updated_assignment_08
1084,SYN-SIS-000421,Synthetic Student 421,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,34.05,42.98,8.93,8.93,42.0733,school_year_growth_from_latent_readiness,updated_assignment_08
1085,SYN-SIS-000422,Synthetic Student 422,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,56.36,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1086,SYN-SIS-000423,Synthetic Student 423,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,80.57,84.35,3.780000000000001,3.78,82.2075,school_year_growth_from_latent_readiness,updated_assignment_08
1092,SYN-SIS-000429,Synthetic Student 429,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,13.08,27.43,14.35,14.35,26.5995,school_year_growth_from_latent_readiness,updated_assignment_08
1093,SYN-SIS-000430,Synthetic Student 430,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,62.96,68.87,5.910000000000004,5.91,67.1673,school_year_growth_from_latent_readiness,updated_assignment_08
1096,SYN-SIS-000433,Synthetic Student 433,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,59.64,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1103,SYN-SIS-000440,Synthetic Student 440,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,76.2,79.47,3.269999999999996,3.27,77.5978,school_year_growth_from_latent_readiness,updated_assignment_08
1104,SYN-SIS-000441,Synthetic Student 441,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,0.0,35.08,,,36.6193,first_present_evidence_from_latent,initialized_assignment_08
1105,SYN-SIS-000442,Synthetic Student 442,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,12.84,14.44,1.5999999999999996,1.6,15.5985,school_year_growth_from_latent_readiness,updated_assignment_08
1106,SYN-SIS-000443,Synthetic Student 443,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,43.49,49.94,6.449999999999996,6.45,49.0052,school_year_growth_from_latent_readiness,updated_assignment_08
1107,SYN-SIS-000444,Synthetic Student 444,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,69.08,73.76,4.680000000000007,4.68,71.9805,school_year_growth_from_latent_readiness,updated_assignment_08
1108,SYN-SIS-000445,Synthetic Student 445,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,37.84,42.39,4.549999999999997,4.55,41.9972,school_year_growth_from_latent_readiness,updated_assignment_08
1109,SYN-SIS-000446,Synthetic Student 446,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,27.9,35.11,7.210000000000001,7.21,34.7392,school_year_growth_from_latent_readiness,updated_assignment_08
1111,SYN-SIS-000448,Synthetic Student 448,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,0.0,58.25,,,56.194,first_present_evidence_from_latent,initialized_assignment_08
1112,SYN-SIS-000449,Synthetic Student 449,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,46.72,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1114,SYN-SIS-000451,Synthetic Student 451,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,48.55,54.52,5.970000000000006,5.97,53.4383,school_year_growth_from_latent_readiness,updated_assignment_08
1115,SYN-SIS-000452,Synthetic Student 452,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,44.68,46.79,2.1099999999999994,2.11,46.4766,school_year_growth_from_latent_readiness,updated_assignment_08
1117,SYN-SIS-000454,Synthetic Student 454,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,39.13,44.51,5.3799999999999955,5.38,43.9319,school_year_growth_from_latent_readiness,updated_assignment_08
1121,SYN-SIS-000458,Synthetic Student 458,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,22.97,27.07,4.100000000000001,4.1,27.3974,school_year_growth_from_latent_readiness,updated_assignment_08
1124,SYN-SIS-000461,Synthetic Student 461,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,41.08,56.78,15.700000000000003,15.7,54.5153,school_year_growth_from_latent_readiness,updated_assignment_08
1127,SYN-SIS-000464,Synthetic Student 464,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,41.06,54.16,13.099999999999994,13.1,52.2996,school_year_growth_from_latent_readiness,updated_assignment_08
1128,SYN-SIS-000465,Synthetic Student 465,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,19.17,24.01,4.84,4.84,24.3888,school_year_growth_from_latent_readiness,updated_assignment_08
1129,SYN-SIS-000466,Synthetic Student 466,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,82.25,75.34,-6.909999999999997,-6.91,74.7828,school_year_growth_from_latent_readiness,updated_assignment_08
1131,SYN-SIS-000468,Synthetic Student 468,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,36.28,48.78,12.5,12.5,47.2218,school_year_growth_from_latent_readiness,updated_assignment_08
1132,SYN-SIS-000469,Synthetic Student 469,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,50.05,58.38,8.330000000000005,8.33,56.8665,school_year_growth_from_latent_readiness,updated_assignment_08
1133,SYN-SIS-000470,Synthetic Student 470,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,67.46,71.44,3.980000000000004,3.98,69.84,school_year_growth_from_latent_readiness,updated_assignment_08
1134,SYN-SIS-000471,Synthetic Student 471,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,29.28,39.32,10.04,10.04,38.4497,school_year_growth_from_latent_readiness,updated_assignment_08
1135,SYN-SIS-000472,Synthetic Student 472,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,56.65,63.87,7.219999999999999,7.22,62.2401,school_year_growth_from_latent_readiness,updated_assignment_08
1136,SYN-SIS-000473,Synthetic Student 473,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,45.43,57.61,12.18,12.18,55.7012,school_year_growth_from_latent_readiness,updated_assignment_08
1140,SYN-SIS-000477,Synthetic Student 477,9,at_risk,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,44.25,58.31,14.060000000000002,14.06,56.1611,school_year_growth_from_latent_readiness,updated_assignment_08
1141,SYN-SIS-000478,Synthetic Student 478,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,30.07,34.79,4.719999999999999,4.72,34.7107,school_year_growth_from_latent_readiness,updated_assignment_08
1143,SYN-SIS-000480,Synthetic Student 480,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,21.95,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1144,SYN-SIS-000481,Synthetic Student 481,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,Assignment 08,26.51,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1145,SYN-SIS-000482,Synthetic Student 482,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,Assignment 08,62.36,66.85,4.489999999999995,4.49,65.3939,school_year_growth_from_latent_readiness,updated_assignment_08
1147,SYN-SIS-000484,Synthetic Student 484,9,high,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,Assignment 08,9.52,24.31,14.79,14.79,23.567,school_year_growth_from_latent_readiness,updated_assignment_08
1148,SYN-SIS-000485,Synthetic Student 485,9,normal,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,Assignment 08,25.69,32.95,7.260000000000002,7.26,32.6681,school_year_growth_from_latent_readiness,updated_assignment_08
1348,SYN-SIS-000487,Synthetic Student 487,9,high,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,Assignment 10,50.09,63.46,13.369999999999997,13.37,61.1627,school_year_growth_from_latent_readiness,updated_assignment_10
1350,SYN-SIS-000489,Synthetic Student 489,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,Assignment 10,30.18,38.82,8.64,8.64,38.1276,school_year_growth_from_latent_readiness,updated_assignment_10
1351,SYN-SIS-000490,Synthetic Student 490,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,Assignment 10,25.97,34.67,8.700000000000003,8.7,34.1524,school_year_growth_from_latent_readiness,updated_assignment_10
1352,SYN-SIS-000491,Synthetic Student 491,9,high,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,Assignment 10,14.14,27.64,13.5,13.5,26.8951,school_year_growth_from_latent_readiness,updated_assignment_10
1356,SYN-SIS-000495,Synthetic Student 495,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,Assignment 10,73.56,80.49,6.929999999999993,6.93,78.1654,school_year_growth_from_latent_readiness,updated_assignment_10
1357,SYN-SIS-000496,Synthetic Student 496,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,Assignment 10,88.84,92.61,3.769999999999996,3.77,90.1073,school_year_growth_from_latent_readiness,updated_assignment_10
1358,SYN-SIS-000497,Synthetic Student 497,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,Assignment 10,22.64,29.87,7.23,7.23,29.7262,school_year_growth_from_latent_readiness,updated_assignment_10
1359,SYN-SIS-000498,Synthetic Student 498,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,Assignment 10,64.89,71.14,6.25,6.25,69.3001,school_year_growth_from_latent_readiness,updated_assignment_10
1360,SYN-SIS-000499,Synthetic Student 499,9,at_risk,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,Assignment 10,0.0,25.84,,,28.8131,first_present_evidence_from_latent,initialized_assignment_10
1364,SYN-SIS-000503,Synthetic Student 503,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,Assignment 10,65.92,70.61,4.689999999999998,4.69,68.9671,school_year_growth_from_latent_readiness,updated_assignment_10
1367,SYN-SIS-000506,Synthetic Student 506,9,high,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,Assignment 10,52.9,57.86,4.960000000000001,4.96,56.7448,school_year_growth_from_latent_readiness,updated_assignment_10
1369,SYN-SIS-000508,Synthetic Student 508,9,high,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,Assignment 10,21.39,34.09,12.700000000000003,12.7,33.1521,school_year_growth_from_latent_readiness,updated_assignment_10
1371,SYN-SIS-000510,Synthetic Student 510,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,Assignment 10,29.0,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1373,SYN-SIS-000512,Synthetic Student 512,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,Assignment 10,22.42,30.55,8.129999999999999,8.13,30.2762,school_year_growth_from_latent_readiness,updated_assignment_10
1374,SYN-SIS-000513,Synthetic Student 513,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,Assignment 10,12.91,16.09,3.1799999999999997,3.18,17.0003,school_year_growth_from_latent_readiness,updated_assignment_10
1375,SYN-SIS-000514,Synthetic Student 514,9,high,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,Assignment 10,61.92,57.45,-4.469999999999999,-4.47,57.4035,school_year_growth_from_latent_readiness,updated_assignment_10
1376,SYN-SIS-000515,Synthetic Student 515,9,normal,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,Assignment 10,29.22,41.47,12.25,12.25,40.2594,school_year_growth_from_latent_readiness,updated_assignment_10
