student_dim_id,sis_user_id,student_label,grade_level,attendance_category,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_01_score,assignment_02_score,observed_growth_delta,modeled_assignment_02_growth_delta,posterior_readiness_after_assignment_02,assignment_02_generation_mode,academic_profile_status
185,SYN-SIS-000185,Synthetic Student 185,11,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,19.1,36.62,17.52,17.52,39.4085,growth_from_assignment_01,updated_assignment_02
210,SYN-SIS-000210,Synthetic Student 210,11,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,43.85,53.12,9.27,9.27,53.3482,growth_from_assignment_01,updated_assignment_02
223,SYN-SIS-000223,Synthetic Student 223,11,at_risk,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,59.53,0,,,,absent_no_update,initialized_assignment_01
226,SYN-SIS-000226,Synthetic Student 226,11,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,37.96,48.35,10.39,10.39,49.3184,growth_from_assignment_01,updated_assignment_02
227,SYN-SIS-000227,Synthetic Student 227,11,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-020,AP Calculus AB - Synthetic Section 20,TCH-004,Teacher 04,58.46,63.52,5.06,5.06,62.1344,growth_from_assignment_01,updated_assignment_02
247,SYN-SIS-000247,Synthetic Student 247,11,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,62.06,65.36,3.3,3.3,63.6889,growth_from_assignment_01,updated_assignment_02
262,SYN-SIS-000262,Synthetic Student 262,11,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,77.87,73.87,-4,-4,70.8784,growth_from_assignment_01,updated_assignment_02
8,SYN-SIS-000008,Synthetic Student 008,11,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,38.76,38.36,-0.399999999999999,-0.4,40.8785,growth_from_assignment_01,updated_assignment_02
136,SYN-SIS-000136,Synthetic Student 136,11,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,36.29,40.57,4.28,4.28,42.7456,growth_from_assignment_01,updated_assignment_02
220,SYN-SIS-000220,Synthetic Student 220,11,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,63.33,65.39,2.06,2.06,63.7142,growth_from_assignment_01,updated_assignment_02
228,SYN-SIS-000228,Synthetic Student 228,11,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,13.78,26.64,12.86,12.86,30.9772,growth_from_assignment_01,updated_assignment_02
21,SYN-SIS-000021,Synthetic Student 021,11,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,85.46,83.54,-1.91999999999999,-1.92,79.0479,growth_from_assignment_01,updated_assignment_02
37,SYN-SIS-000037,Synthetic Student 037,11,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,29.3,48.55,19.25,19.25,49.4873,growth_from_assignment_01,updated_assignment_02
41,SYN-SIS-000041,Synthetic Student 041,11,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,46.07,61.71,15.64,15.64,60.6053,growth_from_assignment_01,updated_assignment_02
60,SYN-SIS-000060,Synthetic Student 060,11,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,14.02,26.81,12.79,12.79,31.1208,growth_from_assignment_01,updated_assignment_02
161,SYN-SIS-000161,Synthetic Student 161,11,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-019,AP Precalculus - Synthetic Section 19,TCH-004,Teacher 04,63.2,65.26,2.06,2.06,63.6044,growth_from_assignment_01,updated_assignment_02
211,SYN-SIS-000211,Synthetic Student 211,11,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-019,AP Precalculus - Synthetic Section 19,TCH-004,Teacher 04,49.4,46.94,-2.46,-2.46,48.1272,growth_from_assignment_01,updated_assignment_02
245,SYN-SIS-000245,Synthetic Student 245,11,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,40.8,46.97,6.17,6.17,48.1525,growth_from_assignment_01,updated_assignment_02
282,SYN-SIS-000282,Synthetic Student 282,11,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,77.82,78.79,0.970000000000013,0.97,75.0349,growth_from_assignment_01,updated_assignment_02
47,SYN-SIS-000047,Synthetic Student 047,11,high,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,45.1,44.66,-0.440000000000005,-0.44,45.2699,growth_from_assignment_01,updated_assignment_02
72,SYN-SIS-000072,Synthetic Student 072,11,normal,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,25.53,33.11,7.58,7.58,35.5122,growth_from_assignment_01,updated_assignment_02
213,SYN-SIS-000213,Synthetic Student 213,11,at_risk,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,43.29,44.06,0.770000000000003,0.77,44.763,growth_from_assignment_01,updated_assignment_02
285,SYN-SIS-000285,Synthetic Student 285,11,at_risk,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,0,64.9,,,62.3692,first_evidence_assignment_02,initialized_assignment_02
286,SYN-SIS-000286,Synthetic Student 286,11,high,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,35.87,45.22,9.35,9.35,45.743,growth_from_assignment_01,updated_assignment_02
20,SYN-SIS-000020,Synthetic Student 020,11,normal,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,29.99,0,,,,absent_no_update,initialized_assignment_01
83,SYN-SIS-000083,Synthetic Student 083,11,high,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,64.29,64.24,-0.0500000000000114,-0.05,61.8116,growth_from_assignment_01,updated_assignment_02
89,SYN-SIS-000089,Synthetic Student 089,11,at_risk,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,0,0,,,,absent_no_update,pending_no_present_scores
186,SYN-SIS-000186,Synthetic Student 186,11,high,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,20.65,30.26,9.61,9.61,33.1044,growth_from_assignment_01,updated_assignment_02
203,SYN-SIS-000203,Synthetic Student 203,11,normal,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,52.95,60.47,7.52,7.52,58.6266,growth_from_assignment_01,updated_assignment_02
264,SYN-SIS-000264,Synthetic Student 264,11,normal,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,31,45.92,14.92,14.92,46.3344,growth_from_assignment_01,updated_assignment_02
276,SYN-SIS-000276,Synthetic Student 276,11,at_risk,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,82.38,75.7,-6.67999999999999,-6.68,71.4934,growth_from_assignment_01,updated_assignment_02
5,SYN-SIS-000005,Synthetic Student 005,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,42.24,48.96,6.72,6.72,50.1123,growth_from_assignment_01,updated_assignment_02
7,SYN-SIS-000007,Synthetic Student 007,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,24.14,38.62,14.48,14.48,41.3768,growth_from_assignment_01,updated_assignment_02
10,SYN-SIS-000010,Synthetic Student 010,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,97.82,87.96,-9.86,-9.86,83.0606,growth_from_assignment_01,updated_assignment_02
36,SYN-SIS-000036,Synthetic Student 036,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,30.11,39.93,9.82,9.82,42.4835,growth_from_assignment_01,updated_assignment_02
93,SYN-SIS-000093,Synthetic Student 093,12,at_risk,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,43.2,47.75,4.55,4.55,49.0901,growth_from_assignment_01,updated_assignment_02
95,SYN-SIS-000095,Synthetic Student 095,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,65.93,73.46,7.52999999999999,7.53,70.8106,growth_from_assignment_01,updated_assignment_02
96,SYN-SIS-000096,Synthetic Student 096,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-020,AP Calculus AB - Synthetic Section 20,TCH-004,Teacher 04,36.35,44.9,8.55,8.55,46.6823,growth_from_assignment_01,updated_assignment_02
101,SYN-SIS-000101,Synthetic Student 101,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,23.14,36.99,13.85,13.85,39.9997,growth_from_assignment_01,updated_assignment_02
125,SYN-SIS-000125,Synthetic Student 125,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,37.37,48.07,10.7,10.7,49.3604,growth_from_assignment_01,updated_assignment_02
137,SYN-SIS-000137,Synthetic Student 137,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-020,AP Calculus AB - Synthetic Section 20,TCH-004,Teacher 04,25.06,30.32,5.26,5.26,34.3647,growth_from_assignment_01,updated_assignment_02
138,SYN-SIS-000138,Synthetic Student 138,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,34.83,49.4,14.57,14.57,50.484,growth_from_assignment_01,updated_assignment_02
141,SYN-SIS-000141,Synthetic Student 141,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,51.97,58.6,6.63,6.63,58.2564,growth_from_assignment_01,updated_assignment_02
144,SYN-SIS-000144,Synthetic Student 144,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,42.88,49.63,6.75,6.75,50.6783,growth_from_assignment_01,updated_assignment_02
162,SYN-SIS-000162,Synthetic Student 162,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,64.51,67.34,2.83,2.83,65.6402,growth_from_assignment_01,updated_assignment_02
163,SYN-SIS-000163,Synthetic Student 163,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,56.11,59.16,3.05,3.05,58.7295,growth_from_assignment_01,updated_assignment_02
179,SYN-SIS-000179,Synthetic Student 179,12,at_risk,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,32.28,39.97,7.69,7.69,42.5173,growth_from_assignment_01,updated_assignment_02
182,SYN-SIS-000182,Synthetic Student 182,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-020,AP Calculus AB - Synthetic Section 20,TCH-004,Teacher 04,49.28,0,,,,absent_no_update,initialized_assignment_01
187,SYN-SIS-000187,Synthetic Student 187,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,51.13,53.24,2.11,2.11,53.7282,growth_from_assignment_01,updated_assignment_02
194,SYN-SIS-000194,Synthetic Student 194,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,34.7,45.37,10.67,10.67,47.0794,growth_from_assignment_01,updated_assignment_02
214,SYN-SIS-000214,Synthetic Student 214,12,at_risk,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,67.03,64.37,-2.66,-2.66,63.1311,growth_from_assignment_01,updated_assignment_02
232,SYN-SIS-000232,Synthetic Student 232,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-020,AP Calculus AB - Synthetic Section 20,TCH-004,Teacher 04,51.51,55.2,3.69,3.69,55.384,growth_from_assignment_01,updated_assignment_02
233,SYN-SIS-000233,Synthetic Student 233,12,high,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-023,AP Calculus AB - Synthetic Section 23,TCH-005,Teacher 05,69.69,67.96,-1.73,-1.73,66.164,growth_from_assignment_01,updated_assignment_02
239,SYN-SIS-000239,Synthetic Student 239,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-022,AP Calculus AB - Synthetic Section 22,TCH-005,Teacher 05,44.74,53.83,9.09,9.09,54.2266,growth_from_assignment_01,updated_assignment_02
248,SYN-SIS-000248,Synthetic Student 248,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,27.44,37.47,10.03,10.03,40.4052,growth_from_assignment_01,updated_assignment_02
256,SYN-SIS-000256,Synthetic Student 256,12,at_risk,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-020,AP Calculus AB - Synthetic Section 20,TCH-004,Teacher 04,98.96,0,,,,absent_no_update,initialized_assignment_01
277,SYN-SIS-000277,Synthetic Student 277,12,normal,MATH-AP-CALC-AB,AP Calculus AB,ap,SEC-021,AP Calculus AB - Synthetic Section 21,TCH-005,Teacher 05,76.67,78.47,1.8,1.8,75.0432,growth_from_assignment_01,updated_assignment_02
24,SYN-SIS-000024,Synthetic Student 024,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,54.25,57.54,3.29,3.29,57.3609,growth_from_assignment_01,updated_assignment_02
34,SYN-SIS-000034,Synthetic Student 034,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,86.93,83.05,-3.88000000000001,-3.88,78.9125,growth_from_assignment_01,updated_assignment_02
40,SYN-SIS-000040,Synthetic Student 040,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,91.27,86.65,-4.61999999999999,-4.62,81.9538,growth_from_assignment_01,updated_assignment_02
48,SYN-SIS-000048,Synthetic Student 048,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,58.38,70.31,11.93,11.93,68.1494,growth_from_assignment_01,updated_assignment_02
56,SYN-SIS-000056,Synthetic Student 056,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,42.55,48.67,6.12,6.12,49.8673,growth_from_assignment_01,updated_assignment_02
103,SYN-SIS-000103,Synthetic Student 103,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,39.39,49.37,9.98,9.98,50.4587,growth_from_assignment_01,updated_assignment_02
117,SYN-SIS-000117,Synthetic Student 117,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,37.49,42.96,5.47,5.47,45.0433,growth_from_assignment_01,updated_assignment_02
118,SYN-SIS-000118,Synthetic Student 118,12,at_risk,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,84.66,87.19,2.53,2.53,82.4101,growth_from_assignment_01,updated_assignment_02
129,SYN-SIS-000129,Synthetic Student 129,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,87.64,87.45,-0.189999999999998,-0.19,82.6297,growth_from_assignment_01,updated_assignment_02
131,SYN-SIS-000131,Synthetic Student 131,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,44.14,51.19,7.05,7.05,51.9963,growth_from_assignment_01,updated_assignment_02
153,SYN-SIS-000153,Synthetic Student 153,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,43.31,57.98,14.67,14.67,57.7326,growth_from_assignment_01,updated_assignment_02
168,SYN-SIS-000168,Synthetic Student 168,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,72.5,70.33,-2.17,-2.17,68.1663,growth_from_assignment_01,updated_assignment_02
169,SYN-SIS-000169,Synthetic Student 169,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,32.32,43.67,11.35,11.35,45.6432,growth_from_assignment_01,updated_assignment_02
190,SYN-SIS-000190,Synthetic Student 190,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,56.45,65.33,8.88,8.88,63.9421,growth_from_assignment_01,updated_assignment_02
207,SYN-SIS-000207,Synthetic Student 207,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,23.75,41.93,18.18,18.18,44.1732,growth_from_assignment_01,updated_assignment_02
217,SYN-SIS-000217,Synthetic Student 217,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,49.17,47.81,-1.36,-1.36,49.1407,growth_from_assignment_01,updated_assignment_02
224,SYN-SIS-000224,Synthetic Student 224,12,high,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,31.48,35.39,3.91,3.91,38.648,growth_from_assignment_01,updated_assignment_02
252,SYN-SIS-000252,Synthetic Student 252,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-024,AP Calculus BC - Synthetic Section 24,TCH-005,Teacher 05,67.94,69.43,1.49000000000001,1.49,67.4059,growth_from_assignment_01,updated_assignment_02
269,SYN-SIS-000269,Synthetic Student 269,12,normal,MATH-AP-CALC-BC,AP Calculus BC,ap,SEC-025,AP Calculus BC - Synthetic Section 25,TCH-005,Teacher 05,56.18,54.95,-1.23,-1.23,55.1728,growth_from_assignment_01,updated_assignment_02
42,SYN-SIS-000042,Synthetic Student 042,12,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,54.93,61.84,6.91,6.91,60.9937,growth_from_assignment_01,updated_assignment_02
49,SYN-SIS-000049,Synthetic Student 049,12,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,73.99,71.21,-2.78,-2.78,68.9097,growth_from_assignment_01,updated_assignment_02
74,SYN-SIS-000074,Synthetic Student 074,12,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,34.85,47.6,12.75,12.75,48.9633,growth_from_assignment_01,updated_assignment_02
99,SYN-SIS-000099,Synthetic Student 099,12,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,57.08,0,,,,absent_no_update,initialized_assignment_01
102,SYN-SIS-000102,Synthetic Student 102,12,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-019,AP Precalculus - Synthetic Section 19,TCH-004,Teacher 04,16.53,27.43,10.9,10.9,31.9232,growth_from_assignment_01,updated_assignment_02
199,SYN-SIS-000199,Synthetic Student 199,12,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,37.67,42.1,4.43,4.43,44.3168,growth_from_assignment_01,updated_assignment_02
284,SYN-SIS-000284,Synthetic Student 284,12,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,54.19,60.51,6.32,6.32,59.8701,growth_from_assignment_01,updated_assignment_02
44,SYN-SIS-000044,Synthetic Student 044,12,high,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,36.28,45.38,9.1,9.1,46.1568,growth_from_assignment_01,updated_assignment_02
104,SYN-SIS-000104,Synthetic Student 104,12,normal,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,70.51,0,,,,absent_no_update,initialized_assignment_01
106,SYN-SIS-000106,Synthetic Student 106,12,normal,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,49.85,55.7,5.85,5.85,54.8754,growth_from_assignment_01,updated_assignment_02
124,SYN-SIS-000124,Synthetic Student 124,12,normal,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,62.26,63.93,1.67,1.67,61.8283,growth_from_assignment_01,updated_assignment_02
243,SYN-SIS-000243,Synthetic Student 243,12,normal,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,83.4,83.37,-0.0300000000000011,-0.03,78.2518,growth_from_assignment_01,updated_assignment_02
250,SYN-SIS-000250,Synthetic Student 250,12,high,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,95.45,95.18,-0.269999999999996,-0.27,88.2292,growth_from_assignment_01,updated_assignment_02
287,SYN-SIS-000287,Synthetic Student 287,12,high,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,81.87,73.46,-8.41000000000001,-8.41,69.8795,growth_from_assignment_01,updated_assignment_02
17,SYN-SIS-000017,Synthetic Student 017,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,19.36,34.27,14.91,14.91,35.935,growth_from_assignment_01,updated_assignment_02
35,SYN-SIS-000035,Synthetic Student 035,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,26.77,33.36,6.59,6.59,35.1662,growth_from_assignment_01,updated_assignment_02
46,SYN-SIS-000046,Synthetic Student 046,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,46.85,48.99,2.14,2.14,48.3709,growth_from_assignment_01,updated_assignment_02
50,SYN-SIS-000050,Synthetic Student 050,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,36.23,49.07,12.84,12.84,48.4384,growth_from_assignment_01,updated_assignment_02
65,SYN-SIS-000065,Synthetic Student 065,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,13.44,26.77,13.33,13.33,29.5988,growth_from_assignment_01,updated_assignment_02
81,SYN-SIS-000081,Synthetic Student 081,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,32.12,40.52,8.40000000000001,8.4,41.2152,growth_from_assignment_01,updated_assignment_02
86,SYN-SIS-000086,Synthetic Student 086,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,8.2,20.43,12.23,12.23,24.2426,growth_from_assignment_01,updated_assignment_02
100,SYN-SIS-000100,Synthetic Student 100,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,22.94,34.65,11.71,11.71,36.256,growth_from_assignment_01,updated_assignment_02
113,SYN-SIS-000113,Synthetic Student 113,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,65.1,70.7,5.60000000000001,5.6,66.7121,growth_from_assignment_01,updated_assignment_02
142,SYN-SIS-000142,Synthetic Student 142,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,54.67,61.54,6.87,6.87,58.9734,growth_from_assignment_01,updated_assignment_02
171,SYN-SIS-000171,Synthetic Student 171,9,at_risk,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,38.43,45.09,6.66,6.66,45.076,growth_from_assignment_01,updated_assignment_02
172,SYN-SIS-000172,Synthetic Student 172,9,at_risk,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,51.42,0,,,,absent_no_update,initialized_assignment_01
204,SYN-SIS-000204,Synthetic Student 204,9,at_risk,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,27.88,34.02,6.14,6.14,35.7238,growth_from_assignment_01,updated_assignment_02
205,SYN-SIS-000205,Synthetic Student 205,9,normal,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,33.26,39.27,6.01000000000001,6.01,40.1591,growth_from_assignment_01,updated_assignment_02
221,SYN-SIS-000221,Synthetic Student 221,9,normal,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,24.58,39.11,14.53,14.53,40.024,growth_from_assignment_01,updated_assignment_02
225,SYN-SIS-000225,Synthetic Student 225,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,48.26,48.47,0.210000000000001,0.21,47.9316,growth_from_assignment_01,updated_assignment_02
231,SYN-SIS-000231,Synthetic Student 231,9,normal,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,26.66,39.47,12.81,12.81,40.3281,growth_from_assignment_01,updated_assignment_02
