source_system,school_year,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,reconciliation_status,enrollment_rows,active_enrollments
synthetic_canvas,2027-2028,MATH-PRECALC,Precalculus,regular,Y02-SEC-014,Precalculus - Synthetic Section 03-14,TCH-003,Teacher 03,matched,14,14
synthetic_canvas,2027-2028,MATH-PRECALC,Precalculus,regular,Y02-SEC-015,Precalculus - Synthetic Section 03-15,TCH-003,Teacher 03,matched,13,13
synthetic_canvas,2027-2028,MATH-PRECALC,Precalculus,regular,Y02-SEC-016,Precalculus - Synthetic Section 03-16,TCH-004,Teacher 04,matched,13,13
synthetic_canvas,2028-2029,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,matched,13,13
synthetic_canvas,2028-2029,MATH-PRECALC,Precalculus,regular,Y03-SEC-017,Precalculus - Synthetic Section 04-17,TCH-004,Teacher 04,matched,13,13
synthetic_canvas,2028-2029,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,matched,12,12
synthetic_canvas,2029-2030,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,matched,12,12
synthetic_canvas,2029-2030,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2029-2030,MATH-PRECALC,Precalculus,regular,Y04-SEC-019,Precalculus - Synthetic Section 05-19,TCH-003,Teacher 03,matched,11,11
synthetic_canvas,2030-2031,MATH-PRECALC,Precalculus,regular,Y05-SEC-016,Precalculus - Synthetic Section 06-16,TCH-003,Teacher 03,matched,13,13
synthetic_canvas,2030-2031,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,Precalculus - Synthetic Section 06-17,TCH-004,Teacher 04,matched,13,13
synthetic_canvas,2030-2031,MATH-PRECALC,Precalculus,regular,Y05-SEC-018,Precalculus - Synthetic Section 06-18,TCH-003,Teacher 03,matched,13,13
synthetic_canvas,2031-2032,MATH-PRECALC,Precalculus,regular,Y06-SEC-014,Precalculus - Synthetic Section 07-14,TCH-003,Teacher 03,matched,12,12
synthetic_canvas,2031-2032,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,matched,11,11
synthetic_canvas,2031-2032,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2031-2032,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,matched,11,11
