course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,enrolled_students,present_students,nonparticipation_rate,avg_present_score,min_present_score,max_present_score
MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,Assignment 07,7,beginning_of_year,13,12,0.0769,46.78,19.57,70.81
MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,Assignment 08,8,end_of_year,13,12,0.0769,53.0,29.35,80.21
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,AP Calculus AB - Synthetic Section 05-20,TCH-005,Teacher 05,Assignment 09,9,beginning_of_year,11,11,0.0,45.12,19.91,62.73
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,AP Calculus AB - Synthetic Section 05-20,TCH-005,Teacher 05,Assignment 10,10,end_of_year,11,11,0.0,49.94,26.54,62.36
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,AP Calculus AB - Synthetic Section 05-21,TCH-005,Teacher 05,Assignment 09,9,beginning_of_year,11,11,0.0,49.22,27.47,72.59
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,AP Calculus AB - Synthetic Section 05-21,TCH-005,Teacher 05,Assignment 10,10,end_of_year,11,11,0.0,53.18,35.03,74.37
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,AP Calculus AB - Synthetic Section 05-22,TCH-005,Teacher 05,Assignment 09,9,beginning_of_year,11,11,0.0,44.14,33.53,70.53
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,AP Calculus AB - Synthetic Section 05-22,TCH-005,Teacher 05,Assignment 10,10,end_of_year,11,10,0.0909,49.87,42.13,59.52
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-023,AP Calculus AB - Synthetic Section 05-23,TCH-005,Teacher 05,Assignment 09,9,beginning_of_year,10,9,0.1,46.85,23.22,71.02
MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-023,AP Calculus AB - Synthetic Section 05-23,TCH-005,Teacher 05,Assignment 10,10,end_of_year,10,9,0.1,54.47,33.59,73.84
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,AP Calculus AB - Synthetic Section 06-19,TCH-005,Teacher 05,Assignment 11,11,beginning_of_year,12,12,0.0,37.6,20.86,72.22
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,AP Calculus AB - Synthetic Section 06-19,TCH-005,Teacher 05,Assignment 12,12,end_of_year,12,12,0.0,46.69,30.88,75.0
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-020,AP Calculus AB - Synthetic Section 06-20,TCH-005,Teacher 05,Assignment 11,11,beginning_of_year,11,10,0.0909,53.57,36.12,79.74
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-020,AP Calculus AB - Synthetic Section 06-20,TCH-005,Teacher 05,Assignment 12,12,end_of_year,11,9,0.1818,54.77,42.09,80.01
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,AP Calculus AB - Synthetic Section 06-21,TCH-005,Teacher 05,Assignment 11,11,beginning_of_year,11,11,0.0,51.71,33.9,72.6
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,AP Calculus AB - Synthetic Section 06-21,TCH-005,Teacher 05,Assignment 12,12,end_of_year,11,10,0.0909,59.31,46.66,77.22
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-022,AP Calculus AB - Synthetic Section 06-22,TCH-005,Teacher 05,Assignment 11,11,beginning_of_year,11,11,0.0,48.14,20.33,67.75
MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-022,AP Calculus AB - Synthetic Section 06-22,TCH-005,Teacher 05,Assignment 12,12,end_of_year,11,10,0.0909,54.48,28.07,66.67
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,14,13,0.0714,49.39,24.76,74.05
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 14,14,end_of_year,14,14,0.0,55.95,33.17,78.98
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,14,13,0.0714,51.38,28.72,79.15
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 14,14,end_of_year,14,13,0.0714,55.58,35.25,80.54
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,14,14,0.0,52.4,30.95,74.5
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 14,14,end_of_year,14,12,0.1429,59.57,24.52,80.36
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,13,13,0.0,46.01,23.24,62.74
MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 14,14,end_of_year,13,12,0.0769,48.31,22.46,66.74
MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-025,AP Calculus BC - Synthetic Section 01-25,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,12,12,0.0,61.34,16.94,100.0
MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-025,AP Calculus BC - Synthetic Section 01-25,TCH-005,Teacher 05,Assignment 02,2,end_of_year,12,10,0.1667,70.73,41.2,100.0
MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,AP Calculus BC - Synthetic Section 01-26,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,11,11,0.0,62.6,39.51,97.17
MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,AP Calculus BC - Synthetic Section 01-26,TCH-005,Teacher 05,Assignment 02,2,end_of_year,11,10,0.0909,70.46,55.24,99.43
MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 03,3,beginning_of_year,14,12,0.1429,60.45,35.32,94.21
MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,14,13,0.0714,65.48,30.23,95.47
MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 03,3,beginning_of_year,13,12,0.0769,64.65,22.22,94.86
MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,13,11,0.1538,68.21,41.55,100.0
MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-022,AP Calculus BC - Synthetic Section 03-22,TCH-005,Teacher 05,Assignment 05,5,beginning_of_year,8,8,0.0,57.88,27.87,82.42
MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-022,AP Calculus BC - Synthetic Section 03-22,TCH-005,Teacher 05,Assignment 06,6,end_of_year,8,8,0.0,64.03,41.99,85.61
MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-023,AP Calculus BC - Synthetic Section 03-23,TCH-005,Teacher 05,Assignment 05,5,beginning_of_year,8,8,0.0,64.03,35.1,84.41
MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-023,AP Calculus BC - Synthetic Section 03-23,TCH-005,Teacher 05,Assignment 06,6,end_of_year,8,6,0.25,71.66,45.7,86.15
MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,Assignment 07,7,beginning_of_year,13,13,0.0,60.7,22.12,100.0
MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,Assignment 08,8,end_of_year,13,12,0.0769,67.32,28.57,99.1
MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,Assignment 07,7,beginning_of_year,13,12,0.0769,68.96,38.18,95.23
MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,Assignment 08,8,end_of_year,13,10,0.2308,74.26,49.23,100.0
MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-024,AP Calculus BC - Synthetic Section 05-24,TCH-005,Teacher 05,Assignment 09,9,beginning_of_year,9,8,0.1111,61.12,28.69,81.34
MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-024,AP Calculus BC - Synthetic Section 05-24,TCH-005,Teacher 05,Assignment 10,10,end_of_year,9,9,0.0,67.81,39.12,89.46
MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-025,AP Calculus BC - Synthetic Section 05-25,TCH-005,Teacher 05,Assignment 09,9,beginning_of_year,8,8,0.0,58.95,28.37,91.22
MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-025,AP Calculus BC - Synthetic Section 05-25,TCH-005,Teacher 05,Assignment 10,10,end_of_year,8,8,0.0,60.54,20.68,94.66
MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-023,AP Calculus BC - Synthetic Section 06-23,TCH-005,Teacher 05,Assignment 11,11,beginning_of_year,11,9,0.1818,64.15,31.06,93.01
MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-023,AP Calculus BC - Synthetic Section 06-23,TCH-005,Teacher 05,Assignment 12,12,end_of_year,11,11,0.0,69.55,42.73,94.07
MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-024,AP Calculus BC - Synthetic Section 06-24,TCH-005,Teacher 05,Assignment 11,11,beginning_of_year,10,10,0.0,58.87,28.09,98.34
MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-024,AP Calculus BC - Synthetic Section 06-24,TCH-005,Teacher 05,Assignment 12,12,end_of_year,10,10,0.0,62.13,26.9,95.1
MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,12,12,0.0,63.88,45.62,86.3
MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 14,14,end_of_year,12,10,0.1667,66.49,43.61,86.33
MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,12,10,0.1667,63.26,42.83,89.72
MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 14,14,end_of_year,12,11,0.0833,64.66,45.85,94.01
MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,10,8,0.2,60.05,37.04,90.14
MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,Assignment 02,2,end_of_year,10,9,0.1,69.52,38.39,95.6
MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-017,AP Precalculus - Synthetic Section 01-17,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,10,10,0.0,61.05,30.78,88.82
MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-017,AP Precalculus - Synthetic Section 01-17,TCH-004,Teacher 04,Assignment 02,2,end_of_year,10,10,0.0,64.8,40.12,90.88
MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,9,8,0.1111,43.98,14.35,95.31
MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,Assignment 02,2,end_of_year,9,9,0.0,49.3,29.36,98.97
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 03,3,beginning_of_year,12,10,0.1667,56.84,17.93,93.29
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,12,12,0.0,56.54,26.0,90.37
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 03,3,beginning_of_year,11,11,0.0,56.08,31.25,78.74
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,11,9,0.1818,64.98,46.55,84.96
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-015,AP Precalculus - Synthetic Section 02-15,TCH-004,Teacher 04,Assignment 03,3,beginning_of_year,11,11,0.0,52.22,22.55,100.0
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-015,AP Precalculus - Synthetic Section 02-15,TCH-004,Teacher 04,Assignment 04,4,end_of_year,11,9,0.1818,57.0,30.59,100.0
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 03,3,beginning_of_year,11,11,0.0,55.26,14.95,94.73
MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 04,4,end_of_year,11,11,0.0,60.08,17.79,93.12
MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-011,AP Precalculus - Synthetic Section 03-11,TCH-004,Teacher 04,Assignment 05,5,beginning_of_year,14,14,0.0,68.04,38.26,90.95
MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-011,AP Precalculus - Synthetic Section 03-11,TCH-004,Teacher 04,Assignment 06,6,end_of_year,14,12,0.1429,72.02,39.2,100.0
MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-012,AP Precalculus - Synthetic Section 03-12,TCH-004,Teacher 04,Assignment 05,5,beginning_of_year,13,13,0.0,61.4,16.15,96.3
MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-012,AP Precalculus - Synthetic Section 03-12,TCH-004,Teacher 04,Assignment 06,6,end_of_year,13,11,0.1538,66.4,17.24,99.46
MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-013,AP Precalculus - Synthetic Section 03-13,TCH-004,Teacher 04,Assignment 05,5,beginning_of_year,13,12,0.0769,66.44,34.66,87.81
MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-013,AP Precalculus - Synthetic Section 03-13,TCH-004,Teacher 04,Assignment 06,6,end_of_year,13,12,0.0769,72.63,37.99,100.0
MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 07,7,beginning_of_year,10,9,0.1,48.23,25.71,63.9
MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 08,8,end_of_year,10,9,0.1,54.95,32.35,69.58
MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,Assignment 07,7,beginning_of_year,10,9,0.1,64.46,16.83,100.0
MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,Assignment 08,8,end_of_year,10,9,0.1,67.89,27.66,97.32
MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,Assignment 07,7,beginning_of_year,9,9,0.0,53.29,17.02,75.57
MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,Assignment 08,8,end_of_year,9,8,0.1111,63.23,42.63,79.23
MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,11,11,0.0,64.18,22.12,88.03
MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 10,10,end_of_year,11,11,0.0,69.35,38.88,88.49
MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,11,11,0.0,49.34,26.02,83.01
MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 10,10,end_of_year,11,10,0.0909,54.69,36.2,72.05
MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,10,10,0.0,58.91,36.6,89.12
MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 10,10,end_of_year,10,9,0.1,65.33,46.87,94.35
MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 11,11,beginning_of_year,12,12,0.0,65.39,18.89,90.51
MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 12,12,end_of_year,12,11,0.0833,70.24,31.45,91.2
MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,11,beginning_of_year,12,11,0.0833,52.1,26.68,69.1
MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 12,12,end_of_year,12,12,0.0,57.83,33.49,74.59
MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,Assignment 11,11,beginning_of_year,12,11,0.0833,54.86,25.39,81.53
MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,Assignment 12,12,end_of_year,12,9,0.25,62.45,37.94,89.34
MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,12,10,0.1667,68.98,21.38,93.06
MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 14,14,end_of_year,12,12,0.0,74.35,30.9,92.63
MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,11,11,0.0,59.5,25.49,98.91
MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 14,14,end_of_year,11,11,0.0,65.15,31.12,91.13
MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,11,9,0.1818,63.54,35.2,85.56
MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 14,14,end_of_year,11,11,0.0,69.44,41.92,92.87
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y01-SEC-024,Beyond Core Math Sequence - Synthetic Section 02-24,TCH-005,Teacher 05,Assignment 03,3,beginning_of_year,4,4,0.0,67.26,63.98,73.57
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y01-SEC-024,Beyond Core Math Sequence - Synthetic Section 02-24,TCH-005,Teacher 05,Assignment 04,4,end_of_year,4,4,0.0,70.36,66.58,75.2
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y02-SEC-024,Beyond Core Math Sequence - Synthetic Section 03-24,TCH-004,Teacher 04,Assignment 05,5,beginning_of_year,6,3,0.5,56.38,36.74,89.98
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y02-SEC-024,Beyond Core Math Sequence - Synthetic Section 03-24,TCH-004,Teacher 04,Assignment 06,6,end_of_year,6,6,0.0,68.22,36.25,93.8
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y03-SEC-025,Beyond Core Math Sequence - Synthetic Section 04-25,TCH-004,Teacher 04,Assignment 07,7,beginning_of_year,6,6,0.0,75.06,48.01,97.33
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y03-SEC-025,Beyond Core Math Sequence - Synthetic Section 04-25,TCH-004,Teacher 04,Assignment 08,8,end_of_year,6,5,0.1667,81.71,57.23,98.87
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y04-SEC-026,Beyond Core Math Sequence - Synthetic Section 05-26,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,4,3,0.25,63.48,40.92,100.0
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y04-SEC-026,Beyond Core Math Sequence - Synthetic Section 05-26,TCH-004,Teacher 04,Assignment 10,10,end_of_year,4,3,0.25,78.91,56.04,98.52
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y05-SEC-025,Beyond Core Math Sequence - Synthetic Section 06-25,TCH-004,Teacher 04,Assignment 11,11,beginning_of_year,5,4,0.2,68.04,32.76,95.84
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y05-SEC-025,Beyond Core Math Sequence - Synthetic Section 06-25,TCH-004,Teacher 04,Assignment 12,12,end_of_year,5,5,0.0,74.77,34.71,99.79
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y06-SEC-024,Beyond Core Math Sequence - Synthetic Section 07-24,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,4,3,0.25,61.26,38.26,92.57
MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y06-SEC-024,Beyond Core Math Sequence - Synthetic Section 07-24,TCH-004,Teacher 04,Assignment 14,14,end_of_year,4,4,0.0,62.52,41.11,92.78
MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,12,11,0.0833,41.49,7.5,91.75
MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,Assignment 02,2,end_of_year,12,12,0.0,51.8,20.59,92.97
MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,12,12,0.0,44.23,5.21,86.44
MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 02,2,end_of_year,12,12,0.0,49.73,17.81,92.55
MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,12,11,0.0833,51.31,19.83,77.17
MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,Assignment 02,2,end_of_year,12,10,0.1667,51.16,33.82,73.0
MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,12,11,0.0833,53.44,7.22,97.9
MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,Assignment 02,2,end_of_year,12,10,0.1667,56.56,18.31,92.64
MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,12,12,0.0,29.49,6.64,52.06
MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,Assignment 02,2,end_of_year,12,12,0.0,37.37,16.59,57.46
MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,11,10,0.0909,52.42,13.33,89.19
MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 02,2,end_of_year,11,10,0.0909,59.99,26.61,95.72
MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,14,14,0.0,44.07,11.71,76.38
MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 04,4,end_of_year,14,13,0.0714,47.8,19.41,67.23
MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,3,beginning_of_year,13,11,0.1538,38.69,12.63,66.6
MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 04,4,end_of_year,13,11,0.1538,42.89,22.74,70.09
MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,13,12,0.0769,42.29,6.28,94.46
MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 04,4,end_of_year,13,11,0.1538,51.12,22.21,100.0
MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,3,beginning_of_year,13,13,0.0,34.12,14.41,73.51
MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 04,4,end_of_year,13,13,0.0,41.51,22.8,79.24
MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 05,5,beginning_of_year,12,11,0.0833,42.24,14.82,77.68
MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,Assignment 06,6,end_of_year,12,10,0.1667,45.1,23.78,61.31
MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 05,5,beginning_of_year,12,12,0.0,52.69,10.38,82.65
